VSG,cluster,degree,n
Tb427_000423400:pseudogene,594,3,4
Tb427_000423600,372,2,3
Tb427_000423800,103,3,4
Tb427_000424000,620,1,2
Tb427_000424100:pseudogene,27,5,6
Tb427_000424200,295,2,3
Tb427_000424800:pseudogene,118,2,3
Tb427_000425500,627,1,2
Tb427_000426000:pseudogene,297,4,5
Tb427_000426100:pseudogene,628,5,6
Tb427_000426300:pseudogene,459,3,4
Tb427_000426500,298,4,6
Tb427_000426600,47,6,7
Tb427_000426800,629,1,2
Tb427_000426900:pseudogene,228,10,16
Tb427_000427300:pseudogene,389,5,7
Tb427_000427400:pseudogene,404,3,4
Tb427_000427500:pseudogene,491,1,2
Tb427_000427700,457,2,3
Tb427_000427800:pseudogene,147,10,11
Tb427_000427900:pseudogene,630,1,2
Tb427_000428100,200,4,5
Tb427_000428200,166,6,7
Tb427_000428300:pseudogene,165,8,11
Tb427_000428400,166,6,7
Tb427_000428900,165,8,11
Tb427_000429000,165,6,11
Tb427_000429400,134,3,4
Tb427_000429700:pseudogene,454,4,5
Tb427_000430100,320,3,4
Tb427_000430300:pseudogene,339,5,6
Tb427_000430500,338,4,5
Tb427_000430600,631,2,4
Tb427_000430700:pseudogene,632,1,2
Tb427_000430800:pseudogene,585,2,4
Tb427_000430900:pseudogene,273,7,9
Tb427_000431000:pseudogene,73,3,4
Tb427_000431200:pseudogene,4,5,6
Tb427_000431500:pseudogene,497,1,3
Tb427_000431600:pseudogene,231,5,6
Tb427_000431800,230,6,8
Tb427_000431900,555,1,2
Tb427_000432100:pseudogene,145,9,17
Tb427_000432200,146,1,2
Tb427_000432700,623,2,3
Tb427_000433400,130,5,6
Tb427_000433500:pseudogene,129,3,4
Tb427_000433600:pseudogene,629,1,2
Tb427_000434000:pseudogene,358,1,2
Tb427_000434200,534,4,5
Tb427_000434300:pseudogene,535,1,2
Tb427_000434500:pseudogene,48,3,4
Tb427_000434600:pseudogene,263,6,10
Tb427_000434800:pseudogene,174,2,3
Tb427_000435300:pseudogene,386,8,10
Tb427_000435800,29,1,2
Tb427_000436000:pseudogene,6,4,5
Tb427_000436100:pseudogene,577,2,3
Tb427_000436300,633,1,2
Tb427_000437000,634,2,3
Tb427_000437300:pseudogene,161,4,48
Tb427_000438200:pseudogene,27,4,6
Tb427_000438700:pseudogene,405,1,2
Tb427_000438800,517,1,2
Tb427_000439200,28,3,7
Tb427_000439300,5,2,3
Tb427_000439400,475,2,3
Tb427_000439600:pseudogene,44,2,3
Tb427_000439700:pseudogene,444,1,2
Tb427_000439900:pseudogene,486,2,3
Tb427_000440000,168,3,5
Tb427_000440100:pseudogene,221,5,7
Tb427_000440200:pseudogene,263,7,10
Tb427_000440400:pseudogene,183,7,8
Tb427_000440500:pseudogene,536,3,4
Tb427_000440600,231,4,6
Tb427_000440900,537,2,3
Tb427_000441300,227,6,8
Tb427_000441500:pseudogene,495,2,3
Tb427_000441600:pseudogene,366,3,4
Tb427_000441800:pseudogene,379,3,4
Tb427_000441900:pseudogene,373,6,7
Tb427_000442000:pseudogene,582,5,6
Tb427_000442200:pseudogene,252,5,6
Tb427_000442300,442,2,3
Tb427_000442400:pseudogene,441,3,4
Tb427_000442600,283,3,6
Tb427_000442900,384,1,2
Tb427_000443300:pseudogene,245,9,10
Tb427_000443700,579,2,4
Tb427_000443800,579,2,4
Tb427_000444100:pseudogene,583,3,4
Tb427_000444300:pseudogene,410,5,7
Tb427_000444400,512,1,2
Tb427_000444500,85,6,7
Tb427_000444700,635,2,5
Tb427_000444800:pseudogene,113,12,14
Tb427_000444900:pseudogene,553,2,3
Tb427_000445700:pseudogene,223,1,2
Tb427_000446300,636,1,2
Tb427_000446500:pseudogene,519,3,4
Tb427_000446600,445,2,5
Tb427_000446900:pseudogene,637,1,2
Tb427_000447200:pseudogene,638,2,4
Tb427_000447300:pseudogene,119,4,5
Tb427_000447900,283,2,6
Tb427_000448100,565,3,4
Tb427_000448200,566,1,3
Tb427_000448300,567,1,2
Tb427_000448400:pseudogene,564,2,3
Tb427_000448600:pseudogene,337,6,7
Tb427_000449100:pseudogene,216,2,3
Tb427_000449600:pseudogene,576,1,2
Tb427_000449700:pseudogene,411,2,3
Tb427_000449800,428,3,4
Tb427_000450100:pseudogene,547,3,5
Tb427_000450200:pseudogene,271,3,4
Tb427_000450300,614,1,2
Tb427_000450500:pseudogene,615,1,2
Tb427_000450600:pseudogene,519,3,4
Tb427_000450700:pseudogene,445,3,5
Tb427_000451000:pseudogene,269,3,4
Tb427_000451200:pseudogene,518,6,8
Tb427_000451400:pseudogene,268,2,5
Tb427_000451900,300,2,3
Tb427_000452000:pseudogene,452,3,4
Tb427_000453000:pseudogene,616,2,3
Tb427_000453300:pseudogene,606,1,2
Tb427_000453400:pseudogene,62,5,6
Tb427_000453500,639,1,2
Tb427_000453700,161,7,48
Tb427_000453800:pseudogene,415,6,7
Tb427_000454400,640,1,2
Tb427_000455000,641,1,3
Tb427_000455100:pseudogene,573,1,2
Tb427_000455300:pseudogene,178,4,5
Tb427_000455500:pseudogene,453,2,4
Tb427_000455600:pseudogene,642,2,3
Tb427_000455800:pseudogene,452,3,4
Tb427_000456200:pseudogene,253,4,6
Tb427_000456300,51,2,3
Tb427_000456400:pseudogene,643,1,2
Tb427_000456500:pseudogene,644,1,2
Tb427_000456900:pseudogene,38,8,9
Tb427_000457100,228,5,16
Tb427_000457200:pseudogene,537,2,3
Tb427_000457300:pseudogene,536,3,4
Tb427_000457400:pseudogene,183,7,8
Tb427_000457600:pseudogene,263,6,10
Tb427_000457700,645,4,5
Tb427_000457900:pseudogene,617,1,3
Tb427_000458200:pseudogene,28,5,7
Tb427_000458300,646,1,2
Tb427_000458500:pseudogene,81,5,7
Tb427_000458800,231,4,6
Tb427_000458900:pseudogene,474,6,7
Tb427_000459200:pseudogene,13,3,5
Tb427_000459300:pseudogene,12,1,2
Tb427_000459500,640,1,2
Tb427_000460200,450,2,3
Tb427_000460500,647,2,6
Tb427_000460600:pseudogene,324,5,6
Tb427_000460800,603,1,3
Tb427_000461000:pseudogene,96,3,9
Tb427_000461400:pseudogene,130,5,6
Tb427_000461700:pseudogene,470,2,3
Tb427_000461800:pseudogene,469,2,3
Tb427_000461900:pseudogene,391,4,6
Tb427_000462000:pseudogene,336,3,4
Tb427_000462100,337,6,7
Tb427_000462300:pseudogene,323,4,6
Tb427_000462600:pseudogene,307,6,7
Tb427_000463100,648,2,3
Tb427_000463400:pseudogene,265,2,4
Tb427_000463500,266,4,7
Tb427_000463600,266,4,7
Tb427_000463800,649,1,2
Tb427_000463900:pseudogene,11,7,8
Tb427_000464300:pseudogene,406,5,9
Tb427_000464400:pseudogene,518,7,8
Tb427_000464600:pseudogene,451,3,5
Tb427_000464800,488,2,5
Tb427_000464900,650,3,5
Tb427_000465000:pseudogene,442,2,3
Tb427_000465100,355,1,2
Tb427_000465200:pseudogene,354,1,2
Tb427_000465400:pseudogene,145,8,17
Tb427_000465500:pseudogene,353,2,3
Tb427_000466100:pseudogene,600,1,2
Tb427_000466200,599,1,2
Tb427_000466600,651,1,2
Tb427_000466700,634,2,3
Tb427_000466900:pseudogene,424,2,5
Tb427_000467200,479,1,2
Tb427_000467300:pseudogene,406,4,9
Tb427_000467400:pseudogene,407,3,4
Tb427_000467900:pseudogene,638,3,4
Tb427_000468200:pseudogene,543,1,2
Tb427_000468300:pseudogene,343,1,2
Tb427_000468500:pseudogene,652,2,3
Tb427_000468700:pseudogene,653,1,3
Tb427_000468800,480,2,4
Tb427_000468900:pseudogene,509,5,6
Tb427_000469100:pseudogene,641,2,3
Tb427_000469200,593,4,5
Tb427_000469300:pseudogene,40,7,11
Tb427_000469500:pseudogene,290,4,5
Tb427_000469600:pseudogene,233,3,8
Tb427_000469700,592,3,4
Tb427_000470100:pseudogene,352,4,5
Tb427_000470200,351,5,6
Tb427_000470300:pseudogene,176,5,8
Tb427_000470400,177,8,9
Tb427_000470500,350,11,12
Tb427_000470600:pseudogene,597,2,4
Tb427_000470700:pseudogene,520,4,5
Tb427_000470900:pseudogene,591,2,3
Tb427_000471200,654,1,2
Tb427_000471400:pseudogene,71,3,4
Tb427_000472100,378,1,2
Tb427_000472300,376,1,2
Tb427_000472500,204,3,4
Tb427_000472600,289,5,6
Tb427_000472800:pseudogene,40,7,11
Tb427_000473200,533,1,2
Tb427_000473500:pseudogene,161,9,48
Tb427_000473600,63,8,13
Tb427_000473700:pseudogene,278,1,2
Tb427_000474200,623,2,3
Tb427_000474400:pseudogene,655,1,2
Tb427_000474600,121,2,8
Tb427_000474700,570,1,2
Tb427_000474900,569,2,3
Tb427_000475000,247,3,4
Tb427_000475200,148,2,10
Tb427_000475300:pseudogene,656,1,2
Tb427_000475600,657,3,4
Tb427_000475800,657,3,4
Tb427_000476200,657,3,4
Tb427_000476700:pseudogene,34,13,14
Tb427_000476900,530,5,6
Tb427_000477100:pseudogene,658,1,2
Tb427_000477200:pseudogene,528,3,4
Tb427_000477800,659,2,3
Tb427_000477900,660,1,2
Tb427_000478000:pseudogene,161,16,48
Tb427_000478100,162,15,17
Tb427_000478300:pseudogene,179,11,13
Tb427_000478500:pseudogene,661,2,3
Tb427_000478700:pseudogene,321,3,5
Tb427_000479200,662,1,2
Tb427_000479300:pseudogene,288,2,3
Tb427_000479400,622,1,2
Tb427_000479600:pseudogene,621,2,3
Tb427_000480100,416,3,4
Tb427_000480300:pseudogene,110,5,9
Tb427_000482200,23,1,2
Tb427_000482300:pseudogene,302,2,3
Tb427_000482400:pseudogene,8,7,9
Tb427_000482700:pseudogene,404,3,4
Tb427_000483000:pseudogene,559,1,2
Tb427_000483200:pseudogene,228,12,16
Tb427_000483500,607,1,2
Tb427_000486400:pseudogene,561,1,3
Tb427_000486800:pseudogene,663,3,4
Tb427_000487000:pseudogene,663,3,4
Tb427_000487200:pseudogene,663,3,4
Tb427_000487900:pseudogene,161,6,48
Tb427_000488200,593,3,5
Tb427_000488400:pseudogene,418,1,2
Tb427_000488500,417,2,4
Tb427_000488600:pseudogene,664,1,2
Tb427_000489300:pseudogene,665,1,2
Tb427_000489600,558,2,3
Tb427_000490000:pseudogene,304,1,4
Tb427_000490200:pseudogene,178,4,5
Tb427_000490400,349,2,3
Tb427_000490500:pseudogene,348,1,3
Tb427_000490900:pseudogene,347,3,4
Tb427_000491000:pseudogene,514,5,7
Tb427_000491100:pseudogene,666,6,9
Tb427_000491300,121,4,8
Tb427_000491400:pseudogene,350,9,12
Tb427_000491500,113,10,14
Tb427_000491600:pseudogene,345,8,9
Tb427_000491700,515,3,4
Tb427_000491900:pseudogene,153,4,5
Tb427_000492000:pseudogene,428,3,4
Tb427_000492400:pseudogene,228,9,16
Tb427_000493200,415,6,7
Tb427_000493300:pseudogene,161,10,48
Tb427_000493500:pseudogene,292,5,7
Tb427_000493600,520,4,5
Tb427_000493700:pseudogene,160,2,3
Tb427_000493900,93,2,3
Tb427_000494900,300,2,3
Tb427_000495000,145,6,17
Tb427_000495100:pseudogene,565,1,4
Tb427_000495500:pseudogene,2,4,6
Tb427_000496300:pseudogene,653,1,3
Tb427_000496900:pseudogene,17,1,3
Tb427_000500300:pseudogene,1,16,33
Tb427_000500400,626,3,4
Tb427_000500500:pseudogene,419,2,3
Tb427_000500800:pseudogene,116,3,4
Tb427_000502000,396,1,2
Tb427_000502800:pseudogene,553,2,3
Tb427_000502900:pseudogene,113,12,14
Tb427_000503000:pseudogene,410,5,7
Tb427_000503100,513,4,5
Tb427_000503300:pseudogene,239,1,2
Tb427_000503500:pseudogene,240,7,8
Tb427_000503600:pseudogene,241,6,7
Tb427_000503800,385,1,3
Tb427_000504400:pseudogene,507,1,3
Tb427_000504500:pseudogene,161,9,48
Tb427_000504600:pseudogene,63,12,13
Tb427_000504900:pseudogene,522,5,6
Tb427_000505000:pseudogene,105,2,3
Tb427_000505500:pseudogene,161,6,48
Tb427_000505700,289,5,6
Tb427_000505800,107,8,9
Tb427_000505900:pseudogene,100,5,6
Tb427_000506100,291,4,5
Tb427_000506300:pseudogene,648,2,3
Tb427_000506600,11,5,8
Tb427_000506700,488,4,5
Tb427_000506800,274,3,5
Tb427_000507200,550,4,7
Tb427_000507400:pseudogene,208,3,4
Tb427_000507700,122,1,2
Tb427_000507800:pseudogene,667,1,2
Tb427_000508000:pseudogene,81,5,7
Tb427_000508200:pseudogene,641,1,3
Tb427_000508500:pseudogene,305,2,3
Tb427_000509300:pseudogene,10,2,3
Tb427_000509400,90,7,8
Tb427_000509800:pseudogene,668,2,3
Tb427_000509900:pseudogene,435,1,2
Tb427_000510000:pseudogene,484,4,6
Tb427_000510100:pseudogene,525,4,5
Tb427_000511000:pseudogene,138,4,5
Tb427_000511100:pseudogene,129,3,4
Tb427_000511200:pseudogene,130,5,6
Tb427_000511300:pseudogene,153,4,5
Tb427_000511400:pseudogene,87,6,7
Tb427_000511700:pseudogene,669,1,2
Tb427_000511900:pseudogene,251,5,7
Tb427_000512100,552,2,3
Tb427_000512400:pseudogene,507,1,3
Tb427_000512500:pseudogene,161,9,48
Tb427_000512600:pseudogene,63,12,13
Tb427_000512800,508,2,3
Tb427_000513000:pseudogene,463,2,3
Tb427_000513100,381,1,2
Tb427_000513300,509,4,6
Tb427_000513600:pseudogene,398,7,8
Tb427_000513700,510,2,3
Tb427_000514000:pseudogene,415,6,7
Tb427_000514400:pseudogene,670,1,2
Tb427_000514500:pseudogene,541,1,2
Tb427_000514700:pseudogene,292,6,7
Tb427_000514800:pseudogene,291,3,5
Tb427_000515000,467,1,3
Tb427_000515400,144,1,2
Tb427_000515600:pseudogene,11,5,8
Tb427_000515900:pseudogene,222,1,2
Tb427_000516000:pseudogene,671,1,2
Tb427_000516900:pseudogene,561,2,3
Tb427_000517000,664,1,2
Tb427_000517100:pseudogene,254,2,3
Tb427_000517400,421,2,3
Tb427_000517600:pseudogene,266,6,7
Tb427_000517700:pseudogene,108,6,12
Tb427_000517900:pseudogene,339,5,6
Tb427_000518000:pseudogene,672,1,2
Tb427_000518100:pseudogene,673,2,3
Tb427_000518500:pseudogene,373,6,7
Tb427_000518700,441,3,4
Tb427_000518800,13,3,5
Tb427_000519100,462,1,3
Tb427_000519400:pseudogene,461,2,3
Tb427_000519800,651,1,2
Tb427_000519900,634,2,3
Tb427_000521300:pseudogene,386,7,10
Tb427_000521700:pseudogene,426,1,2
Tb427_000522000:pseudogene,113,13,14
Tb427_000522600,226,6,8
Tb427_000522700,440,2,6
Tb427_000523200,148,7,10
Tb427_000523300,148,5,10
Tb427_000523400,195,2,3
Tb427_000523600:pseudogene,612,5,6
Tb427_000524500,192,3,10
Tb427_000525100:pseudogene,671,1,2
Tb427_000526000:pseudogene,344,1,2
Tb427_000526900:pseudogene,450,2,3
Tb427_000527100:pseudogene,94,8,14
Tb427_000527400:pseudogene,14,3,5
Tb427_000527600,76,3,4
Tb427_000527700,77,3,4
Tb427_000528200:pseudogene,245,9,10
Tb427_000528300,244,4,5
Tb427_000528700:pseudogene,243,1,2
Tb427_000528900:pseudogene,15,4,5
Tb427_000529000:pseudogene,65,3,9
Tb427_000529100:pseudogene,228,11,16
Tb427_000529400,508,2,3
Tb427_000529800,636,1,2
Tb427_000529900:pseudogene,176,4,8
Tb427_000530000:pseudogene,177,8,9
Tb427_000530100,350,11,12
Tb427_000530500:pseudogene,483,2,3
Tb427_000530600,221,6,7
Tb427_000530900,652,1,3
Tb427_000531000,652,1,3
Tb427_000531300:pseudogene,13,4,5
Tb427_000531900,138,4,5
Tb427_000532000:pseudogene,394,1,2
Tb427_000532100:pseudogene,393,1,2
Tb427_000532200,392,1,2
Tb427_000532300,55,2,3
Tb427_000532400,611,1,3
Tb427_000532700,398,4,8
Tb427_000533500:pseudogene,253,4,6
Tb427_000533600:pseudogene,51,2,3
Tb427_000533700:pseudogene,643,1,2
Tb427_000533800,644,1,2
Tb427_000534200:pseudogene,638,1,4
Tb427_000534300:pseudogene,161,10,48
Tb427_000534500:pseudogene,38,8,9
Tb427_000534700,228,5,16
Tb427_000534800,229,1,2
Tb427_000534900:pseudogene,536,3,4
Tb427_000535000:pseudogene,183,7,8
Tb427_000535300:pseudogene,28,5,7
Tb427_000535400,646,1,2
Tb427_000535600,77,3,4
Tb427_000535800,319,1,2
Tb427_000536000,550,6,7
Tb427_000536200:pseudogene,324,3,6
Tb427_000536300:pseudogene,453,2,4
Tb427_000536400:pseudogene,642,2,3
Tb427_000536600:pseudogene,452,3,4
Tb427_000537200:pseudogene,612,5,6
Tb427_000537700,586,1,2
Tb427_000537900:pseudogene,165,10,11
Tb427_000538500:pseudogene,672,1,2
Tb427_000538600,673,1,3
Tb427_000538700,673,1,3
Tb427_000538900:pseudogene,637,1,2
Tb427_000539200:pseudogene,161,5,48
Tb427_000539400:pseudogene,283,3,6
Tb427_000539800:pseudogene,562,2,3
Tb427_000539900:pseudogene,571,1,2
Tb427_000540000:pseudogene,263,3,10
Tb427_000540100:pseudogene,364,4,6
Tb427_000540200:pseudogene,145,5,17
Tb427_000540300,674,11,12
Tb427_000540400,179,11,13
Tb427_000540800:pseudogene,227,4,8
Tb427_000540900:pseudogene,538,2,3
Tb427_000541100,501,2,3
Tb427_000541200:pseudogene,485,4,5
Tb427_000541400:pseudogene,484,1,6
Tb427_000541600:pseudogene,240,4,8
Tb427_000541700:pseudogene,241,6,7
Tb427_000541800:pseudogene,148,7,10
Tb427_000542200,39,1,2
Tb427_000542500,438,1,2
Tb427_000542800:pseudogene,602,1,2
Tb427_000543100,432,6,7
Tb427_000543200,226,5,8
Tb427_000543500,545,3,6
Tb427_000543700:pseudogene,544,4,5
Tb427_000543800:pseudogene,588,2,3
Tb427_000543900,534,3,5
Tb427_000544000:pseudogene,596,1,2
Tb427_000544200,548,2,3
Tb427_000545400,675,1,2
Tb427_000545700:pseudogene,604,2,3
Tb427_000546000:pseudogene,150,2,3
Tb427_000546200:pseudogene,676,1,2
Tb427_000546600:pseudogene,677,1,2
Tb427_000547100:pseudogene,325,2,4
Tb427_000547200:pseudogene,57,1,3
Tb427_000548500:pseudogene,626,3,4
Tb427_000548700:pseudogene,251,5,7
Tb427_000549700,62,3,6
Tb427_000550600,678,1,2
Tb427_000550700,679,1,2
Tb427_000551100,80,3,4
Tb427_000551500,655,1,2
Tb427_000552200:pseudogene,550,3,7
Tb427_000552500,37,1,2
Tb427_000552600:pseudogene,621,2,3
Tb427_000553200:pseudogene,584,2,3
Tb427_000553400,386,8,10
Tb427_000553500,544,4,5
Tb427_000554000:pseudogene,364,5,6
Tb427_000554300:pseudogene,529,6,7
Tb427_000554400,34,11,14
Tb427_000554500,34,9,14
Tb427_000554600,32,10,11
Tb427_000554700:pseudogene,33,2,3
Tb427_000555400:pseudogene,273,6,9
Tb427_000555500,551,1,2
Tb427_000555600:pseudogene,190,4,6
Tb427_000555800:pseudogene,429,2,3
Tb427_000556700:pseudogene,680,2,3
Tb427_000556900,312,2,3
Tb427_000557200:pseudogene,681,1,2
Tb427_000557300:pseudogene,152,8,9
Tb427_000557500:pseudogene,36,4,5
Tb427_000557600:pseudogene,151,6,7
Tb427_000557700,311,5,6
Tb427_000557900:pseudogene,136,4,6
Tb427_000558000:pseudogene,310,2,3
Tb427_000558200:pseudogene,97,3,6
Tb427_000558300:pseudogene,147,10,11
Tb427_000558600,309,4,5
Tb427_000558700,308,4,5
Tb427_000559000,307,6,7
Tb427_000559300:pseudogene,132,4,5
Tb427_000559400,133,4,5
Tb427_000559600,102,2,3
Tb427_000559700:pseudogene,96,4,9
Tb427_000560000:pseudogene,268,2,5
Tb427_000560100:pseudogene,267,5,6
Tb427_000560400:pseudogene,375,2,3
Tb427_000560600:pseudogene,292,5,7
Tb427_000560700:pseudogene,481,3,5
Tb427_000560800:pseudogene,482,3,4
Tb427_000561600:pseudogene,509,2,6
Tb427_000561700,682,2,3
Tb427_000562300,408,2,3
Tb427_000562900,108,6,12
Tb427_000563000:pseudogene,587,3,4
Tb427_000563200:pseudogene,10,2,3
Tb427_000563500:pseudogene,514,5,7
Tb427_000563800,34,11,14
Tb427_000563900,34,10,14
Tb427_000564000:pseudogene,32,6,11
Tb427_000564100:pseudogene,33,2,3
Tb427_000564600:pseudogene,311,4,6
Tb427_000564800:pseudogene,61,8,9
Tb427_000565100:pseudogene,2,5,6
Tb427_000565500:pseudogene,307,6,7
Tb427_000565700,308,3,5
Tb427_000565800,308,3,5
Tb427_000566600:pseudogene,156,2,3
Tb427_000567000,489,3,4
Tb427_000567200,627,1,2
Tb427_000567600:pseudogene,490,1,2
Tb427_000567800,545,4,6
Tb427_000568400:pseudogene,678,1,2
Tb427_000568800:pseudogene,683,1,2
Tb427_000569000:pseudogene,683,1,2
Tb427_000569500:pseudogene,327,1,2
Tb427_000569800,215,2,3
Tb427_000569900:pseudogene,216,2,3
Tb427_000570000:pseudogene,572,2,3
Tb427_000570100,367,2,3
Tb427_000570700:pseudogene,101,1,2
Tb427_000570800:pseudogene,666,1,9
Tb427_000571000,306,1,2
Tb427_000571100:pseudogene,228,14,16
Tb427_000571200:pseudogene,65,4,9
Tb427_000571300:pseudogene,15,3,5
Tb427_000571800,304,2,4
Tb427_000571900:pseudogene,302,2,3
Tb427_000572000,8,8,9
Tb427_000572400,301,2,3
Tb427_000572500,102,2,3
Tb427_000572800:pseudogene,132,4,5
Tb427_000573100:pseudogene,307,6,7
Tb427_000573300:pseudogene,308,4,5
Tb427_000573400:pseudogene,309,4,5
Tb427_000573600:pseudogene,147,10,11
Tb427_000573700:pseudogene,97,4,6
Tb427_000573900:pseudogene,310,2,3
Tb427_000574100:pseudogene,311,4,6
Tb427_000574200:pseudogene,151,6,7
Tb427_000574300:pseudogene,36,4,5
Tb427_000574500:pseudogene,152,8,9
Tb427_000574600:pseudogene,681,1,2
Tb427_000574900:pseudogene,312,2,3
Tb427_000575300,658,1,2
Tb427_000575400:pseudogene,504,1,2
Tb427_000575600:pseudogene,433,3,4
Tb427_000575700,316,1,2
Tb427_000575900,494,1,2
Tb427_000576200,539,3,4
Tb427_000576400:pseudogene,162,16,17
Tb427_000576500:pseudogene,484,4,6
Tb427_000576600:pseudogene,525,4,5
Tb427_000577400:pseudogene,315,1,2
Tb427_000577500:pseudogene,91,3,4
Tb427_000577900:pseudogene,451,1,5
Tb427_000578600:pseudogene,532,2,3
Tb427_000580100,684,1,2
Tb427_000580200,675,1,2
Tb427_000580600,604,1,3
Tb427_000580800:pseudogene,150,1,3
Tb427_000581100:pseudogene,676,1,2
Tb427_000581400,552,2,3
Tb427_000581700,677,1,2
Tb427_000582000:pseudogene,685,1,2
Tb427_000582200:pseudogene,422,2,3
Tb427_000582500:pseudogene,84,7,8
Tb427_000582600,207,2,4
Tb427_000582800:pseudogene,147,10,11
Tb427_000582900,603,1,3
Tb427_000583200:pseudogene,422,2,3
Tb427_000583400:pseudogene,685,1,2
Tb427_000584500:pseudogene,260,5,6
Tb427_000584800:pseudogene,34,12,14
Tb427_000585000,238,1,2
Tb427_000585700:pseudogene,261,3,4
Tb427_000586300:pseudogene,156,2,3
Tb427_000586500:pseudogene,617,2,3
Tb427_000586700,169,1,2
Tb427_000586800:pseudogene,91,3,4
Tb427_000586900:pseudogene,170,1,2
Tb427_000587400,171,1,3
Tb427_000587700:pseudogene,427,3,4
Tb427_000588000:pseudogene,108,6,12
Tb427_000588200:pseudogene,446,1,2
Tb427_000588300,293,2,3
Tb427_000588400:pseudogene,147,10,11
Tb427_000588600,489,3,4
Tb427_000589000:pseudogene,582,5,6
Tb427_000589700:pseudogene,415,6,7
Tb427_000590200,510,2,3
Tb427_000590300:pseudogene,398,5,8
Tb427_000590600:pseudogene,509,5,6
Tb427_000590700:pseudogene,523,4,5
Tb427_000590800,587,3,4
Tb427_000590900:pseudogene,161,3,48
Tb427_000591200:pseudogene,198,1,5
Tb427_000591400:pseudogene,467,2,3
Tb427_000591700,542,3,4
Tb427_000592000,612,4,6
Tb427_000592100:pseudogene,398,5,8
Tb427_000592300:pseudogene,241,5,7
Tb427_000592500:pseudogene,562,2,3
Tb427_000592600,424,2,5
Tb427_000593300,137,1,2
Tb427_000594500:pseudogene,413,2,3
Tb427_000594700,468,1,2
Tb427_000594900,317,2,3
Tb427_000595200:pseudogene,233,4,8
Tb427_000595300:pseudogene,346,3,4
Tb427_000595600,318,1,2
Tb427_000595800:pseudogene,399,5,6
Tb427_000596200,279,2,3
Tb427_000597100,40,8,11
Tb427_000597200:pseudogene,686,1,2
Tb427_000597700,687,3,10
Tb427_000597800,38,8,9
Tb427_000598000:pseudogene,227,7,8
Tb427_000598200:pseudogene,495,2,3
Tb427_000598300,366,3,4
Tb427_000598500,379,3,4
Tb427_000598600:pseudogene,373,6,7
Tb427_000598700,582,5,6
Tb427_000599200:pseudogene,119,4,5
Tb427_000599400:pseudogene,351,5,6
Tb427_000599500:pseudogene,592,3,4
Tb427_000599600:pseudogene,233,7,8
Tb427_000599700:pseudogene,125,3,5
Tb427_000600500,417,2,4
Tb427_000601600:pseudogene,17,2,3
Tb427_000602400:pseudogene,459,3,4
Tb427_000602600:pseudogene,267,5,6
Tb427_000602700:pseudogene,268,2,5
Tb427_000602900,337,6,7
Tb427_000603100:pseudogene,323,4,6
Tb427_000603400,307,6,7
Tb427_000603600,633,1,2
Tb427_000603700:pseudogene,72,3,5
Tb427_000604300:pseudogene,408,2,3
Tb427_000604700,110,8,9
Tb427_000604800,109,4,5
Tb427_000604900,250,1,2
Tb427_000605000,191,4,6
Tb427_000605100,108,7,12
Tb427_000605200:pseudogene,249,2,3
Tb427_000605400:pseudogene,529,6,7
Tb427_000605500:pseudogene,255,1,2
Tb427_000605600,256,3,4
Tb427_000606400:pseudogene,65,3,9
Tb427_000606700:pseudogene,38,8,9
Tb427_000606800,485,4,5
Tb427_000606900:pseudogene,127,1,8
Tb427_000607100:pseudogene,550,3,7
Tb427_000607200,688,2,3
Tb427_000607500,280,6,7
Tb427_000607600:pseudogene,281,3,4
Tb427_000607700,522,5,6
Tb427_000607800:pseudogene,668,2,3
Tb427_000607900:pseudogene,257,2,3
Tb427_000608100,259,3,4
Tb427_000608400:pseudogene,260,5,6
Tb427_000608700:pseudogene,208,3,4
Tb427_000608900:pseudogene,162,16,17
Tb427_000609000:pseudogene,161,16,48
Tb427_000609100,539,3,4
Tb427_000609300,141,1,2
Tb427_000609600:pseudogene,16,3,4
Tb427_000610000:pseudogene,110,6,9
Tb427_000610100,109,4,5
Tb427_000610200:pseudogene,457,1,3
Tb427_000610300:pseudogene,147,10,11
Tb427_000610400:pseudogene,630,1,2
Tb427_000610600,99,2,3
Tb427_000611200,304,2,4
Tb427_000611600:pseudogene,558,2,3
Tb427_000612100:pseudogene,665,1,2
Tb427_000612500:pseudogene,92,1,2
Tb427_000612600:pseudogene,198,3,5
Tb427_000612700:pseudogene,199,3,4
Tb427_000613500,459,2,4
Tb427_000613600,298,5,6
Tb427_000613700:pseudogene,47,6,7
Tb427_000613900,501,2,3
Tb427_000614500,267,5,6
Tb427_000614700,234,2,3
Tb427_000614900,267,5,6
Tb427_000615500:pseudogene,248,1,2
Tb427_000615700,689,1,2
Tb427_000616300,124,2,3
Tb427_000616400:pseudogene,123,1,2
Tb427_000616600:pseudogene,140,1,2
Tb427_000617500,550,6,7
Tb427_000617600:pseudogene,690,3,4
Tb427_000618000:pseudogene,84,7,8
Tb427_000618200:pseudogene,127,6,8
Tb427_000618300,485,4,5
Tb427_000618800,325,3,4
Tb427_000619100,217,3,4
Tb427_000619400:pseudogene,638,2,4
Tb427_000619500:pseudogene,598,2,3
Tb427_000619700,161,6,48
Tb427_000619900:pseudogene,283,3,6
Tb427_000620500:pseudogene,373,6,7
Tb427_000620700:pseudogene,417,3,4
Tb427_000621000:pseudogene,410,5,7
