VSG,cluster,degree,n
Tbb1125VSG-1469,510,1,2
Tbb1125VSG-1470,511,5,7
Tbb1125VSG-1472,512,4,5
Tbb1125VSG-1473,513,1,2
Tbb1125VSG-1474,514,3,4
Tbb1125VSG-1475,36,5,7
Tbb1125VSG-1477,515,1,2
Tbb1125VSG-1478,25,8,9
Tbb1125VSG-1479,516,1,3
Tbb1125VSG-1480,517,2,3
Tbb1125VSG-1482,465,5,11
Tbb1125VSG-1483,436,1,2
Tbb1125VSG-1485,340,2,3
Tbb1125VSG-1486,518,8,10
Tbb1125VSG-1487,337,8,9
Tbb1125VSG-1488,519,2,3
Tbb1125VSG-1489,292,4,6
Tbb1125VSG-1490,337,8,9
Tbb1125VSG-1492,520,3,5
Tbb1125VSG-1493,521,2,5
Tbb1125VSG-1494,522,4,5
Tbb1125VSG-1495,240,2,3
Tbb1125VSG-1496,523,1,2
Tbb1125VSG-1499,524,3,4
Tbb1125VSG-1500,414,5,7
Tbb1125VSG-1503,525,3,4
Tbb1125VSG-1504,526,5,10
Tbb1125VSG-1505,451,8,10
Tbb1125VSG-1506,202,6,8
Tbb1125VSG-1507,527,1,2
Tbb1125VSG-1508,480,8,13
Tbb1125VSG-1509,528,3,5
Tbb1125VSG-1510,529,3,7
Tbb1125VSG-1511,2,6,8
Tbb1125VSG-1512,530,3,6
Tbb1125VSG-1515,531,3,4
Tbb1125VSG-1515.1,531,3,4
Tbb1125VSG-1516,104,2,3
Tbb1125VSG-1518,532,2,3
Tbb1125VSG-1519,38,3,4
Tbb1125VSG-1521,533,1,2
Tbb1125VSG-1522,534,1,2
Tbb1125VSG-1523,535,5,8
Tbb1125VSG-1524,536,5,6
Tbb1125VSG-1526,63,10,14
Tbb1125VSG-1527,382,5,6
Tbb1125VSG-1528,537,2,4
Tbb1125VSG-1529,281,10,12
Tbb1125VSG-1530,538,1,2
Tbb1125VSG-1531,539,1,2
Tbb1125VSG-1534,540,3,6
Tbb1125VSG-1535,182,5,6
Tbb1125VSG-1536,540,3,6
Tbb1125VSG-1537,541,6,9
Tbb1125VSG-1538,542,5,8
Tbb1125VSG-1539,543,2,3
Tbb1125VSG-1540,543,2,3
Tbb1125VSG-1541,544,1,2
Tbb1125VSG-1542,545,1,2
Tbb1125VSG-1543,546,4,6
Tbb1125VSG-1544,547,1,2
Tbb1125VSG-1545,548,5,7
Tbb1125VSG-1548,531,3,4
Tbb1125VSG-1549,549,1,2
Tbb1125VSG-1550,550,1,2
Tbb1125VSG-1552,551,4,17
Tbb1125VSG-1553,492,7,8
Tbb1125VSG-1554,84,8,9
Tbb1125VSG-1555,187,5,7
Tbb1125VSG-1556,216,3,6
Tbb1125VSG-1559,497,6,10
Tbb1125VSG-1559.1,497,6,10
Tbb1125VSG-1560,497,6,10
Tbb1125VSG-1561,463,6,7
Tbb1125VSG-1562,552,7,8
Tbb1125VSG-1563,553,1,2
Tbb1125VSG-1565,121,2,3
Tbb1125VSG-1566,478,2,4
Tbb1125VSG-1567,545,1,2
Tbb1125VSG-1568,554,6,10
Tbb1125VSG-1568.1,554,7,10
Tbb1125VSG-1569,280,3,8
Tbb1125VSG-1570,502,1,2
Tbb1125VSG-1571,555,9,12
Tbb1125VSG-1572,555,9,12
Tbb1125VSG-1573,383,1,3
Tbb1125VSG-1574,556,2,5
Tbb1125VSG-1575,151,3,4
Tbb1125VSG-1576,382,5,6
Tbb1125VSG-1577,557,5,10
Tbb1125VSG-1578,558,5,10
Tbb1125VSG-1578.1,558,5,10
Tbb1125VSG-1579,154,3,4
Tbb1125VSG-1580,559,3,5
Tbb1125VSG-1585,560,4,9
Tbb1125VSG-1586,561,2,3
Tbb1125VSG-1587,281,10,12
Tbb1125VSG-1590,63,10,14
Tbb1125VSG-1591,400,3,4
Tbb1125VSG-1592,562,9,15
Tbb1125VSG-1593,335,8,12
Tbb1125VSG-1594,367,2,8
Tbb1125VSG-1595,149,3,4
Tbb1125VSG-1595.1,149,3,4
Tbb1125VSG-1596,172,4,6
Tbb1125VSG-1597,563,2,3
Tbb1125VSG-1597.1,563,2,3
Tbb1125VSG-1598,564,5,8
Tbb1125VSG-1599,234,5,8
Tbb1125VSG-1600,565,2,4
Tbb1125VSG-1601,27,1,2
Tbb1125VSG-1602,239,1,2
Tbb1125VSG-1603,335,8,12
Tbb1125VSG-1603.1,335,8,12
Tbb1125VSG-1604,566,4,5
Tbb1125VSG-1606,567,2,6
Tbb1125VSG-1606.1,567,2,6
Tbb1125VSG-1607,85,7,9
Tbb1125VSG-1608,381,3,4
Tbb1125VSG-1609,568,1,2
Tbb1125VSG-1610,270,9,10
Tbb1125VSG-1611,87,5,6
Tbb1125VSG-1612,15,7,9
Tbb1125VSG-1613,569,4,6
Tbb1125VSG-1614,570,7,9
Tbb1125VSG-1615,508,3,4
Tbb1125VSG-1616,546,3,6
Tbb1125VSG-1619,571,2,3
Tbb1125VSG-1620,20,4,6
Tbb1125VSG-1622,572,3,4
Tbb1125VSG-1624,6,2,9
Tbb1125VSG-1625,6,2,9
Tbb1125VSG-1626,406,5,7
Tbb1125VSG-1628,437,5,8
Tbb1125VSG-1629,573,3,4
Tbb1125VSG-1630,242,2,3
Tbb1125VSG-1631,552,7,8
Tbb1125VSG-1632,574,1,2
Tbb1125VSG-1634,575,1,2
Tbb1125VSG-1637,20,5,6
Tbb1125VSG-1638,576,1,4
Tbb1125VSG-1639,577,2,3
Tbb1125VSG-1640,45,2,3
Tbb1125VSG-1641,276,5,8
Tbb1125VSG-1642,87,3,6
Tbb1125VSG-1643,578,1,2
Tbb1125VSG-1645,579,2,3
Tbb1125VSG-1646,60,3,13
Tbb1125VSG-1647,505,2,3
Tbb1125VSG-1648,580,4,7
Tbb1125VSG-1649,581,4,5
Tbb1125VSG-1651,582,9,12
Tbb1125VSG-1653,583,6,7
Tbb1125VSG-1654,584,1,2
Tbb1125VSG-1657,585,1,2
Tbb1125VSG-1660,586,5,6
Tbb1125VSG-1661,398,3,4
Tbb1125VSG-1662,587,1,2
Tbb1125VSG-1663,265,7,9
Tbb1125VSG-1664,588,3,6
Tbb1125VSG-1666,462,1,2
Tbb1125VSG-1668,297,5,6
Tbb1125VSG-1669,540,5,6
Tbb1125VSG-1670,336,2,4
Tbb1125VSG-1671,589,1,3
Tbb1125VSG-1672,590,1,2
Tbb1125VSG-1672.1,590,1,2
Tbb1125VSG-1673,544,1,2
Tbb1125VSG-1675,124,4,13
Tbb1125VSG-1676,273,3,4
Tbb1125VSG-1677,591,4,5
Tbb1125VSG-1678,592,5,7
Tbb1125VSG-1680,174,7,8
Tbb1125VSG-1681,593,3,4
Tbb1125VSG-1682,594,4,6
Tbb1125VSG-1683,306,5,6
Tbb1125VSG-1684,595,2,3
Tbb1125VSG-1686,67,3,4
Tbb1125VSG-1687,596,7,8
Tbb1125VSG-1689,597,3,4
Tbb1125VSG-1690,598,4,5
Tbb1125VSG-1691,306,5,6
Tbb1125VSG-1693,599,1,2
Tbb1125VSG-1696,119,4,5
Tbb1125VSG-1697,169,3,4
Tbb1125VSG-1698,600,2,3
Tbb1125VSG-1700,601,3,4
Tbb1125VSG-1701,565,2,4
Tbb1125VSG-1702,212,5,6
Tbb1125VSG-1703,285,4,5
Tbb1125VSG-1704,522,4,5
Tbb1125VSG-1705,534,1,2
Tbb1125VSG-1706,602,3,4
Tbb1125VSG-1707,191,1,2
Tbb1125VSG-1708,424,1,2
Tbb1125VSG-1709,186,5,8
Tbb1125VSG-1710,541,8,9
Tbb1125VSG-1711,323,7,9
Tbb1125VSG-1712,36,3,7
Tbb1125VSG-1713,603,3,4
Tbb1125VSG-1714,115,5,7
Tbb1125VSG-1715,562,10,15
Tbb1125VSG-1716,423,5,6
Tbb1125VSG-1716.1,423,5,6
Tbb1125VSG-1718,604,2,3
Tbb1125VSG-1718.2,604,2,3
Tbb1125VSG-1719,358,6,9
Tbb1125VSG-1720,605,5,6
Tbb1125VSG-1721,206,7,8
Tbb1125VSG-1722,174,7,8
Tbb1125VSG-1724,61,4,8
Tbb1125VSG-1725,606,2,3
Tbb1125VSG-1726,607,1,2
Tbb1125VSG-1728,132,14,18
Tbb1125VSG-1729,608,3,4
Tbb1125VSG-1730,236,7,8
Tbb1125VSG-1731,378,2,3
Tbb1125VSG-1733,593,3,4
Tbb1125VSG-1734,480,11,13
Tbb1125VSG-1735,185,3,7
Tbb1125VSG-1736,384,3,4
Tbb1125VSG-1737,609,1,2
Tbb1125VSG-1738,610,4,6
Tbb1125VSG-1739,332,12,15
Tbb1125VSG-1740,528,4,5
Tbb1125VSG-1743,295,5,8
Tbb1125VSG-1745,186,7,8
Tbb1125VSG-1746,373,5,9
Tbb1125VSG-1747,589,1,3
Tbb1125VSG-1749,611,1,3
Tbb1125VSG-1752,612,1,2
Tbb1125VSG-1753,613,2,3
Tbb1125VSG-1754,614,1,2
Tbb1125VSG-1755,530,4,6
Tbb1125VSG-1757,496,1,2
Tbb1125VSG-1759,394,4,7
Tbb1125VSG-1760,454,3,4
Tbb1125VSG-1763,615,2,3
Tbb1125VSG-1765,465,10,11
Tbb1125VSG-1766,499,4,7
Tbb1125VSG-1767,501,2,9
Tbb1125VSG-1768,616,1,2
Tbb1125VSG-1772,536,4,6
Tbb1125VSG-1776,617,3,5
Tbb1125VSG-1777,618,4,5
Tbb1125VSG-1778,501,6,9
Tbb1125VSG-1782,342,5,6
Tbb1125VSG-1786,619,5,6
Tbb1125VSG-1788,151,3,4
Tbb1125VSG-1789,81,4,7
Tbb1125VSG-1791,488,3,5
Tbb1125VSG-1792,620,3,4
Tbb1125VSG-1793,392,4,8
Tbb1125VSG-1794,281,10,12
Tbb1125VSG-1795,385,7,10
Tbb1125VSG-1799,621,3,4
Tbb1125VSG-1800,622,1,2
Tbb1125VSG-1801,375,7,9
Tbb1125VSG-1802,623,1,2
Tbb1125VSG-1803,491,1,2
Tbb1125VSG-2001,624,5,7
Tbb1125VSG-2002,625,3,4
Tbb1125VSG-2003,395,2,3
Tbb1125VSG-2004,626,1,2
Tbb1125VSG-2005,627,1,2
Tbb1125VSG-2006,260,5,6
Tbb1125VSG-2007,564,2,8
Tbb1125VSG-2008,628,1,2
Tbb1125VSG-2009,629,2,3
Tbb1125VSG-2012,174,7,8
Tbb1125VSG-2015,562,10,15
Tbb1125VSG-2020,271,4,5
Tbb1125VSG-2022,630,1,2
Tbb1125VSG-2023,560,6,9
Tbb1125VSG-2025,451,4,10
Tbb1125VSG-2027,631,6,9
Tbb1125VSG-2029,183,6,7
Tbb1125VSG-2029.2,183,6,7
Tbb1125VSG-2033,632,1,2
Tbb1125VSG-2034,215,1,2
Tbb1125VSG-2035,420,5,6
Tbb1125VSG-2036,349,7,8
Tbb1125VSG-2036.1,349,7,8
Tbb1125VSG-2037,124,7,13
Tbb1125VSG-2038,633,7,14
Tbb1125VSG-2039,634,4,5
Tbb1125VSG-2043,635,6,7
Tbb1125VSG-2044,636,8,9
Tbb1125VSG-2045,583,6,7
Tbb1125VSG-2047,637,1,2
Tbb1125VSG-2051,638,3,5
Tbb1125VSG-2054,323,8,9
Tbb1125VSG-2055,639,2,3
Tbb1125VSG-2056,640,1,2
Tbb1125VSG-2056.1,640,1,2
Tbb1125VSG-2057,641,2,3
Tbb1125VSG-2058,174,5,8
Tbb1125VSG-2059,56,2,4
Tbb1125VSG-2060,642,1,2
Tbb1125VSG-2061,643,4,5
Tbb1125VSG-2064.1,644,1,4
Tbb1125VSG-2066,645,4,12
Tbb1125VSG-2066.1,645,4,12
Tbb1125VSG-2067,469,3,4
Tbb1125VSG-2069,646,4,5
Tbb1125VSG-2069.1,646,4,5
Tbb1125VSG-2070,647,1,2
Tbb1125VSG-2072,648,3,4
Tbb1125VSG-2073,649,2,3
Tbb1125VSG-2075,441,2,5
Tbb1125VSG-2076,650,1,2
Tbb1125VSG-2076.1,650,1,2
Tbb1125VSG-2078,651,1,2
Tbb1125VSG-2080,652,1,2
Tbb1125VSG-2082,560,4,9
Tbb1125VSG-2084,653,4,5
Tbb1125VSG-2085,654,1,3
Tbb1125VSG-2088,655,1,2
Tbb1125VSG-2090,656,3,4
Tbb1125VSG-2091,657,2,3
Tbb1125VSG-2091.2,657,2,3
Tbb1125VSG-2092,55,2,5
Tbb1125VSG-2093,658,2,3
Tbb1125VSG-2094,100,18,22
Tbb1125VSG-2094.1,100,16,22
Tbb1125VSG-2095,659,1,5
Tbb1125VSG-2096,660,1,2
Tbb1125VSG-2098,71,6,7
Tbb1125VSG-2099,158,1,2
Tbb1125VSG-2101,661,2,3
Tbb1125VSG-2101.1,661,1,3
Tbb1125VSG-2102,396,20,22
Tbb1125VSG-2104,662,1,2
Tbb1125VSG-2105,663,2,3
Tbb1125VSG-2106,190,1,2
Tbb1125VSG-2107,24,7,10
Tbb1125VSG-2108,253,4,5
Tbb1125VSG-2109,664,1,2
Tbb1125VSG-2110,148,6,7
Tbb1125VSG-2111,159,1,3
Tbb1125VSG-2113,600,2,3
Tbb1125VSG-2118,465,5,11
Tbb1125VSG-2119,665,3,4
Tbb1125VSG-2121,666,2,3
Tbb1125VSG-2126,146,6,12
Tbb1125VSG-2127,633,5,14
Tbb1125VSG-2128,667,1,2
Tbb1125VSG-2502,73,3,4
Tbb1125VSG-2503,668,3,4
Tbb1125VSG-2504,219,3,4
Tbb1125VSG-2504.1,219,2,4
Tbb1125VSG-2505,669,2,3
Tbb1125VSG-2505.1,669,2,3
Tbb1125VSG-2506,670,4,5
Tbb1125VSG-2507,443,2,3
Tbb1125VSG-2508,671,2,3
Tbb1125VSG-2508.1,671,2,3
Tbb1125VSG-2509,672,4,5
Tbb1125VSG-2513,164,5,6
Tbb1125VSG-2514,673,5,6
Tbb1125VSG-2518,673,4,6
Tbb1125VSG-2520,70,3,6
Tbb1125VSG-2521,594,5,6
Tbb1125VSG-2522,674,2,4
Tbb1125VSG-2523,486,6,8
Tbb1125VSG-2524,322,2,3
Tbb1125VSG-2528,580,4,7
Tbb1125VSG-2529,147,1,2
Tbb1125VSG-2530,281,9,12
Tbb1125VSG-2531,223,4,5
Tbb1125VSG-2532,672,3,5
Tbb1125VSG-2536,675,2,3
Tbb1125VSG-2537,270,9,10
Tbb1125VSG-2538,556,4,5
Tbb1125VSG-2539,676,2,3
Tbb1125VSG-2539.1,676,2,3
Tbb1125VSG-2541,37,6,7
Tbb1125VSG-2542,555,10,12
Tbb1125VSG-2542.1,555,10,12
Tbb1125VSG-2542.2,555,10,12
Tbb1125VSG-2544,564,2,8
Tbb1125VSG-2545,677,1,2
Tbb1125VSG-2547,678,2,4
Tbb1125VSG-2548,543,2,3
Tbb1125VSG-2549,679,1,3
Tbb1125VSG-2550,137,2,3
Tbb1125VSG-2551,276,5,8
Tbb1125VSG-2554,386,4,5
Tbb1125VSG-2555,680,1,2
Tbb1125VSG-2555.1,680,1,2
Tbb1125VSG-2556,94,3,9
Tbb1125VSG-2556.1,94,3,9
Tbb1125VSG-2557,681,1,2
Tbb1125VSG-2557.1,681,1,2
Tbb1125VSG-2559,397,3,5
Tbb1125VSG-2560,99,4,9
Tbb1125VSG-2563,682,5,6
Tbb1125VSG-2564,619,4,6
Tbb1125VSG-2565,683,1,2
Tbb1125VSG-2566,62,4,5
Tbb1125VSG-2567,684,1,4
Tbb1125VSG-2568,94,4,9
Tbb1125VSG-2570,685,6,8
Tbb1125VSG-2573,679,1,3
Tbb1125VSG-2574,396,18,22
Tbb1125VSG-2575,686,4,5
Tbb1125VSG-2576,687,4,6
Tbb1125VSG-2577,185,5,7
Tbb1125VSG-2579,264,7,10
Tbb1125VSG-2580,688,3,4
Tbb1125VSG-2581,689,2,3
Tbb1125VSG-2582,690,6,8
Tbb1125VSG-2583,691,1,2
Tbb1125VSG-2584,301,4,6
Tbb1125VSG-2585,182,5,6
Tbb1125VSG-2586,304,20,21
Tbb1125VSG-2588,633,9,14
Tbb1125VSG-2589,692,2,3
Tbb1125VSG-2591,693,3,6
Tbb1125VSG-2592,694,3,4
Tbb1125VSG-2593,546,5,6
Tbb1125VSG-2594,612,1,2
Tbb1125VSG-2595,619,4,6
Tbb1125VSG-2597,695,3,4
Tbb1125VSG-2598,64,4,5
Tbb1125VSG-2599,23,4,6
Tbb1125VSG-2600,696,3,4
Tbb1125VSG-2602,290,7,9
Tbb1125VSG-2603,92,1,6
Tbb1125VSG-2604,697,7,8
Tbb1125VSG-2605,551,11,17
Tbb1125VSG-2606,437,7,8
Tbb1125VSG-2607,280,6,8
Tbb1125VSG-2608,572,3,4
Tbb1125VSG-2609,698,3,5
Tbb1125VSG-2610,699,2,3
Tbb1125VSG-2611,504,4,5
Tbb1125VSG-2613,700,2,3
Tbb1125VSG-2614,24,7,10
Tbb1125VSG-2615,548,6,7
Tbb1125VSG-2617,24,7,10
Tbb1125VSG-2618,618,4,5
Tbb1125VSG-2620,295,5,8
Tbb1125VSG-2621,701,1,2
Tbb1125VSG-2622,663,2,3
Tbb1125VSG-2623,702,1,2
Tbb1125VSG-2624,44,3,5
Tbb1125VSG-2625,558,9,10
Tbb1125VSG-2626,703,2,3
Tbb1125VSG-2628,427,4,5
Tbb1125VSG-2629,464,6,7
Tbb1125VSG-2632,704,1,2
Tbb1125VSG-2634,385,7,10
Tbb1125VSG-2635,325,1,2
Tbb1125VSG-2636,705,3,6
Tbb1125VSG-2638,240,2,3
Tbb1125VSG-2639,99,4,9
Tbb1125VSG-2639.1,99,4,9
Tbb1125VSG-2640,98,2,3
Tbb1125VSG-2642,376,4,5
Tbb1125VSG-2645,517,2,3
Tbb1125VSG-2646,686,4,5
Tbb1125VSG-2647,186,7,8
Tbb1125VSG-2648,706,1,2
Tbb1125VSG-2648.1,706,1,2
Tbb1125VSG-2649,369,6,7
Tbb1125VSG-2650,512,4,5
Tbb1125VSG-2651,707,1,2
Tbb1125VSG-2652,569,4,6
Tbb1125VSG-2653,708,4,5
Tbb1125VSG-2654,262,3,4
Tbb1125VSG-2655,176,4,6
Tbb1125VSG-2657,709,1,2
Tbb1125VSG-2658,39,1,2
Tbb1125VSG-2659,138,1,2
Tbb1125VSG-2660,710,1,2
Tbb1125VSG-2661,448,5,6
Tbb1125VSG-2662,711,2,4
Tbb1125VSG-2664,582,8,12
Tbb1125VSG-2665,712,4,5
Tbb1125VSG-2668,33,8,12
Tbb1125VSG-2669,713,10,12
Tbb1125VSG-2670,714,3,4
Tbb1125VSG-2671,324,1,2
Tbb1125VSG-2672,201,4,5
Tbb1125VSG-2673,715,5,7
Tbb1125VSG-2674,659,3,5
Tbb1125VSG-2675,716,3,4
Tbb1125VSG-2676,711,1,4
Tbb1125VSG-2677,396,20,22
Tbb1125VSG-2679,160,7,8
Tbb1125VSG-2681,717,1,2
Tbb1125VSG-2682,416,2,4
Tbb1125VSG-2683,718,1,2
Tbb1125VSG-2684,719,2,3
Tbb1125VSG-2684.1,719,2,3
Tbb1125VSG-2684.2,719,2,3
Tbb1125VSG-2685,472,8,9
Tbb1125VSG-2686,164,3,6
Tbb1125VSG-2687,570,7,9
Tbb1125VSG-2689,720,3,4
Tbb1125VSG-2690,721,1,17
Tbb1125VSG-2691,371,5,7
Tbb1125VSG-2692,472,8,9
Tbb1125VSG-2693,659,3,5
Tbb1125VSG-2694,358,5,9
Tbb1125VSG-2695,722,2,3
Tbb1125VSG-2697,723,3,5
Tbb1125VSG-2697.1,723,4,5
Tbb1125VSG-2698,358,5,9
Tbb1125VSG-2699,724,2,3
Tbb1125VSG-2700,692,2,3
Tbb1125VSG-2701,144,3,9
Tbb1125VSG-2702,725,4,5
Tbb1125VSG-2704,197,2,4
Tbb1125VSG-2705,726,4,6
Tbb1125VSG-2708,727,1,2
Tbb1125VSG-2709,347,2,3
Tbb1125VSG-2710,728,3,4
Tbb1125VSG-2711,119,4,5
Tbb1125VSG-2712,60,2,13
Tbb1125VSG-2713,729,1,2
Tbb1125VSG-2714,396,19,22
Tbb1125VSG-2715,730,3,4
Tbb1125VSG-2717,731,5,6
Tbb1125VSG-2718,44,3,5
Tbb1125VSG-2719,732,3,4
Tbb1125VSG-2721,117,6,7
Tbb1125VSG-2722,733,9,13
Tbb1125VSG-2722.1,733,9,13
Tbb1125VSG-2723,48,1,2
Tbb1125VSG-2724,393,2,4
Tbb1125VSG-2725,687,4,6
Tbb1125VSG-2726,472,8,9
Tbb1125VSG-2727,734,1,4
Tbb1125VSG-2728,122,3,4
Tbb1125VSG-2729,455,5,9
Tbb1125VSG-2730,735,1,3
Tbb1125VSG-2731,4,2,5
Tbb1125VSG-2732,669,2,3
Tbb1125VSG-2733,157,4,5
Tbb1125VSG-2734,265,4,9
Tbb1125VSG-2736,490,14,15
Tbb1125VSG-2737,734,3,4
Tbb1125VSG-2739,624,5,7
Tbb1125VSG-2740,736,3,4
Tbb1125VSG-2741,582,9,12
Tbb1125VSG-2742,737,2,3
Tbb1125VSG-2744,247,6,9
Tbb1125VSG-2745,572,3,4
Tbb1125VSG-2746,311,5,6
Tbb1125VSG-2747,352,5,6
Tbb1125VSG-2748,344,1,2
Tbb1125VSG-2749,494,1,4
Tbb1125VSG-2751,722,2,3
Tbb1125VSG-2752,738,1,2
Tbb1125VSG-2752.1,738,1,2
Tbb1125VSG-2753,739,3,5
Tbb1125VSG-2754,506,2,4
Tbb1125VSG-2755,740,5,6
Tbb1125VSG-2756,264,4,10
Tbb1125VSG-2758,62,4,5
Tbb1125VSG-2759,653,4,5
Tbb1125VSG-2760,444,3,4
Tbb1125VSG-2761,199,8,9
Tbb1125VSG-2762,741,5,6
Tbb1125VSG-2762.1,741,5,6
Tbb1125VSG-2763,631,5,9
Tbb1125VSG-2765,742,1,2
Tbb1125VSG-2765.1,742,1,2
Tbb1125VSG-2766,743,3,5
Tbb1125VSG-2767,512,4,5
Tbb1125VSG-2769,242,2,3
Tbb1125VSG-2772,270,9,10
Tbb1125VSG-2773,450,5,7
Tbb1125VSG-2774,671,2,3
Tbb1125VSG-2776,744,3,4
Tbb1125VSG-2777,493,7,9
Tbb1125VSG-2779,16,5,6
Tbb1125VSG-2780,745,4,7
Tbb1125VSG-2783,746,5,6
Tbb1125VSG-2784,454,3,4
Tbb1125VSG-2785,747,3,5
Tbb1125VSG-2786,748,2,4
Tbb1125VSG-2788,18,7,10
Tbb1125VSG-2791,1,3,7
Tbb1125VSG-2794,749,1,5
Tbb1125VSG-2795,723,4,5
Tbb1125VSG-2796,750,1,2
Tbb1125VSG-2797,751,1,2
Tbb1125VSG-2800,714,3,4
Tbb1125VSG-2800.1,714,3,4
Tbb1125VSG-2801,370,1,5
Tbb1125VSG-2804,752,1,2
Tbb1125VSG-2805,522,4,5
Tbb1125VSG-2806,705,1,6
Tbb1125VSG-2807,153,6,7
Tbb1125VSG-2808,753,2,3
Tbb1125VSG-2809,754,1,2
Tbb1125VSG-2810,200,3,4
Tbb1125VSG-2811,367,4,8
Tbb1125VSG-2812,665,3,4
Tbb1125VSG-2812.1,665,3,4
Tbb1125VSG-2813,755,5,6
Tbb1125VSG-2815,756,2,4
Tbb1125VSG-2817,757,2,3
Tbb1125VSG-2818,758,1,2
Tbb1125VSG-2819,674,3,4
Tbb1125VSG-2820,4,2,5
Tbb1125VSG-2821,759,1,2
Tbb1125VSG-2822,282,2,3
Tbb1125VSG-2825,713,8,12
Tbb1125VSG-2828,760,6,13
Tbb1125VSG-2829,760,9,13
Tbb1125VSG-2830,280,6,8
Tbb1125VSG-2831,744,3,4
Tbb1125VSG-2832,761,3,4
Tbb1125VSG-2833,425,3,4
Tbb1125VSG-2834,419,3,5
Tbb1125VSG-2836,394,2,7
Tbb1125VSG-2837,152,2,9
Tbb1125VSG-2838,85,8,9
Tbb1125VSG-2839,762,2,4
Tbb1125VSG-2839.1,762,2,4
Tbb1125VSG-2840,638,3,5
Tbb1125VSG-2841,28,1,4
Tbb1125VSG-2842,410,7,29
Tbb1125VSG-2843,763,3,4
Tbb1125VSG-2844,747,1,5
Tbb1125VSG-2845,126,4,7
Tbb1125VSG-2846,602,3,4
Tbb1125VSG-2848,41,3,4
Tbb1125VSG-2849,764,4,6
Tbb1125VSG-2850,486,5,8
Tbb1125VSG-2850.1,486,4,8
Tbb1125VSG-2851,52,4,5
Tbb1125VSG-2852,332,5,15
Tbb1125VSG-2853,346,3,4
Tbb1125VSG-2854,765,2,4
Tbb1125VSG-2855,766,2,3
Tbb1125VSG-2857,618,4,5
Tbb1125VSG-2859,608,3,4
Tbb1125VSG-2862,767,3,5
Tbb1125VSG-2862.1,767,3,5
Tbb1125VSG-2862.2,767,3,5
Tbb1125VSG-2863,768,3,4
Tbb1125VSG-2864,519,2,3
Tbb1125VSG-2865,592,4,7
Tbb1125VSG-2866,311,5,6
Tbb1125VSG-2867,701,1,2
Tbb1125VSG-2868,531,3,4
Tbb1125VSG-2869,480,8,13
Tbb1125VSG-2869.1,480,8,13
Tbb1125VSG-2871,769,4,5
Tbb1125VSG-2873,65,1,3
Tbb1125VSG-2874,457,1,2
Tbb1125VSG-2876,252,2,3
Tbb1125VSG-2879,267,6,7
Tbb1125VSG-2881,722,2,3
Tbb1125VSG-2882,332,7,15
Tbb1125VSG-2883,770,7,10
Tbb1125VSG-2884,771,2,5
Tbb1125VSG-2884.1,771,4,5
Tbb1125VSG-2884.2,771,3,5
Tbb1125VSG-2885,188,4,5
Tbb1125VSG-2886,18,6,10
Tbb1125VSG-2887,685,6,8
Tbb1125VSG-2888,697,7,8
Tbb1125VSG-2888.1,697,7,8
Tbb1125VSG-2889,458,3,4
Tbb1125VSG-2890,434,2,4
Tbb1125VSG-2891,736,3,4
Tbb1125VSG-2892,551,7,17
Tbb1125VSG-2892.1,551,10,17
Tbb1125VSG-2893,772,2,3
Tbb1125VSG-2894,298,1,6
Tbb1125VSG-2895,773,1,2
Tbb1125VSG-2897,396,19,22
Tbb1125VSG-2901,774,6,7
Tbb1125VSG-2902,350,3,5
Tbb1125VSG-2905,24,7,10
Tbb1125VSG-2906,86,5,6
Tbb1125VSG-2907,775,4,5
Tbb1125VSG-2908,776,4,5
Tbb1125VSG-2909,721,6,17
Tbb1125VSG-2910,373,8,9
Tbb1125VSG-2911,777,1,4
Tbb1125VSG-2912,778,1,2
Tbb1125VSG-2913,373,7,9
Tbb1125VSG-2914,779,1,2
Tbb1125VSG-2915,319,5,8
Tbb1125VSG-2916,688,2,4
Tbb1125VSG-2918,764,1,6
Tbb1125VSG-2921,507,6,11
Tbb1125VSG-2922,688,1,4
Tbb1125VSG-2923,780,3,5
Tbb1125VSG-2924,780,4,5
Tbb1125VSG-2925,781,1,2
Tbb1125VSG-2926,675,1,3
Tbb1125VSG-2927,570,7,9
Tbb1125VSG-2927.1,570,7,9
Tbb1125VSG-2928,246,1,4
Tbb1125VSG-2929,782,1,4
Tbb1125VSG-2930,783,5,6
Tbb1125VSG-2930.1,783,5,6
Tbb1125VSG-2930.2,783,5,6
Tbb1125VSG-2930.3,783,5,6
Tbb1125VSG-2930.4,783,5,6
Tbb1125VSG-2931,784,1,2
Tbb1125VSG-2931.1,784,1,2
Tbb1125VSG-2932,785,2,3
Tbb1125VSG-2934,535,7,8
Tbb1125VSG-2935,263,2,5
Tbb1125VSG-2936,733,8,13
Tbb1125VSG-2937,148,3,7
Tbb1125VSG-2938,735,2,3
Tbb1125VSG-2939,786,1,2
Tbb1125VSG-2939.1,786,1,2
Tbb1125VSG-2940,352,5,6
Tbb1125VSG-2942,603,3,4
Tbb1125VSG-2943,787,1,2
Tbb1125VSG-2944,486,3,8
Tbb1125VSG-2945,709,1,2
Tbb1125VSG-2947,576,2,4
Tbb1125VSG-2948,703,1,3
Tbb1125VSG-2949,349,5,8
Tbb1125VSG-2951,299,2,4
Tbb1125VSG-2952,124,3,13
Tbb1125VSG-2953,788,1,2
Tbb1125VSG-2953.1,788,1,2
